parameter_name,parameter_value,solver,shrinkage,csp_components,fold,subject,accuracy,f1_score,roc_auc
shrinkage,,lsqr,,6,44,44,0.6896551724137931,0.64,0.8428571428571429
shrinkage,,lsqr,,6,45,45,0.5555555555555556,0.2857142857142857,0.8102766798418972
shrinkage,,lsqr,,6,46,46,0.6222222222222222,0.6382978723404256,0.725296442687747
shrinkage,,lsqr,,6,47,47,0.4888888888888889,0.6461538461538462,0.6170634920634921
shrinkage,,lsqr,,6,48,48,0.7647058823529411,0.75,0.9714285714285714
shrinkage,,lsqr,,6,49,49,0.8666666666666667,0.8571428571428571,0.9624505928853755
shrinkage,,lsqr,,6,50,50,0.4888888888888889,0.20689655172413793,0.6106719367588933
shrinkage,,lsqr,,6,51,51,0.5777777777777777,0.17391304347826086,0.5337301587301587
shrinkage,,lsqr,,6,52,52,0.7560975609756098,0.6666666666666666,0.8229665071770335
shrinkage,,lsqr,,6,53,53,0.5581395348837209,0.5365853658536586,0.5627705627705628
shrinkage,,lsqr,,6,54,54,0.6153846153846154,0.6666666666666666,0.7880434782608695
shrinkage,,lsqr,,6,55,55,0.8888888888888888,0.8888888888888888,0.9308300395256917
shrinkage,,lsqr,,6,56,56,0.8409090909090909,0.851063829787234,0.9111570247933884
shrinkage,,lsqr,,6,57,57,0.6,0.6538461538461539,0.7142857142857143
shrinkage,,lsqr,,6,58,58,0.6,0.5,0.6785714285714285
shrinkage,,lsqr,,6,59,59,0.5333333333333333,0.08695652173913043,0.4464285714285714
shrinkage,,lsqr,,6,60,60,0.7727272727272727,0.782608695652174,0.9194214876033059
shrinkage,,lsqr,,6,61,61,0.7674418604651163,0.7368421052631579,0.8398268398268398
shrinkage,,lsqr,,6,62,62,0.9555555555555556,0.9523809523809523,0.9881422924901186
shrinkage,,lsqr,,6,63,63,0.4883720930232558,0.0,0.5909090909090909
shrinkage,,lsqr,,6,64,64,0.5555555555555556,0.6875,0.7747035573122529
shrinkage,,lsqr,,6,65,65,0.6888888888888889,0.7407407407407407,0.7916666666666666
shrinkage,,lsqr,,6,66,66,0.4888888888888889,0.5964912280701754,0.5
shrinkage,,lsqr,,6,67,67,0.4888888888888889,0.08,0.608695652173913
shrinkage,,lsqr,,6,68,68,0.5555555555555556,0.23076923076923078,0.7312252964426877
shrinkage,,lsqr,,6,69,69,0.6222222222222222,0.48484848484848486,0.6567460317460316
shrinkage,,lsqr,,6,70,70,0.7111111111111111,0.6666666666666666,0.8596837944664031
shrinkage,,lsqr,,6,71,71,0.7555555555555555,0.6857142857142857,0.9407114624505929
shrinkage,,lsqr,,6,72,72,0.9333333333333333,0.9361702127659575,0.9802371541501976
shrinkage,,lsqr,,6,73,73,0.4888888888888889,0.6229508196721312,0.7114624505928854
shrinkage,,lsqr,,6,74,74,0.4888888888888889,0.5818181818181818,0.5575396825396826
shrinkage,,lsqr,,6,75,75,0.8292682926829268,0.8108108108108109,0.9476190476190476
shrinkage,,lsqr,,6,76,76,0.5777777777777777,0.24,0.6699604743083004
shrinkage,,lsqr,,6,77,77,0.4444444444444444,0.5454545454545454,0.5873015873015873
shrinkage,,lsqr,,6,78,78,0.4444444444444444,0.5901639344262295,0.5454545454545454
shrinkage,,lsqr,,6,79,79,0.65,0.5,0.725
shrinkage,,lsqr,,6,80,80,0.5111111111111111,0.0,0.6185770750988142
shrinkage,,lsqr,,6,81,81,0.4888888888888889,0.0,0.8379446640316206
shrinkage,,lsqr,,6,82,82,0.5555555555555556,0.6875,0.7470355731225297
shrinkage,,lsqr,,6,83,83,0.5789473684210527,0.2727272727272727,0.8670360110803323
shrinkage,,lsqr,,6,84,84,0.6590909090909091,0.6666666666666666,0.751552795031056
shrinkage,,lsqr,,6,85,85,0.5454545454545454,0.6774193548387096,0.9585921325051759
shrinkage,,lsqr,,6,86,86,0.7727272727272727,0.7368421052631579,0.8964803312629399
shrinkage,,lsqr,,6,87,87,0.5333333333333333,0.6557377049180327,0.5592885375494071
shrinkage,,lsqr,,6,88,88,0.5272727272727272,0.3157894736842105,0.6190476190476191
shrinkage,,lsqr,,6,89,89,0.5777777777777777,0.6666666666666666,0.7162698412698413
shrinkage,,lsqr,,6,90,90,0.4888888888888889,0.5106382978723404,0.5573122529644269
shrinkage,,lsqr,,6,91,91,0.5,0.6666666666666666,0.7541322314049587
shrinkage,,lsqr,,6,92,92,0.5714285714285714,0.3684210526315789,0.6897435897435897
shrinkage,,lsqr,,6,93,93,0.8888888888888888,0.8888888888888888,0.9110671936758893
shrinkage,,lsqr,,6,94,94,0.9772727272727273,0.9787234042553191,1.0
shrinkage,,lsqr,,6,95,95,0.35714285714285715,0.5,0.5989583333333334
shrinkage,,lsqr,,6,96,96,0.42857142857142855,0.6,0.5442176870748299
shrinkage,,lsqr,,6,97,97,0.5,0.0,0.6053719008264463
shrinkage,,lsqr,,6,98,98,0.4888888888888889,0.5964912280701754,0.5256916996047432
shrinkage,,lsqr,,6,99,99,0.4883720930232558,0.3888888888888889,0.5735930735930737
shrinkage,,lsqr,,6,100,100,0.5555555555555556,0.5555555555555556,0.5771604938271605
shrinkage,,lsqr,,6,101,101,0.4888888888888889,0.0,0.624505928853755
shrinkage,,lsqr,,6,102,102,0.6888888888888889,0.7586206896551724,0.8774703557312253
shrinkage,,lsqr,,6,103,103,0.6511627906976745,0.6153846153846154,0.7965367965367964
shrinkage,,lsqr,,6,104,104,0.5116279069767442,0.6440677966101694,0.4935064935064935
shrinkage,,lsqr,,6,105,105,0.5555555555555556,0.23076923076923078,0.5889328063241107
shrinkage,,lsqr,,6,106,106,0.6222222222222222,0.6382978723404256,0.6646825396825397
shrinkage,,lsqr,,6,107,107,0.6,0.6666666666666666,0.6468253968253969
shrinkage,,lsqr,,6,108,108,0.8666666666666667,0.85,0.8932806324110671
shrinkage,auto,lsqr,auto,6,1,1,0.6888888888888889,0.7083333333333334,0.841897233201581
shrinkage,auto,lsqr,auto,6,2,2,0.7111111111111111,0.5806451612903226,0.8695652173913043
shrinkage,auto,lsqr,auto,6,3,3,0.4666666666666667,0.4782608695652174,0.42292490118577075
shrinkage,auto,lsqr,auto,6,4,4,0.4888888888888889,0.6567164179104478,0.816205533596838
shrinkage,auto,lsqr,auto,6,5,5,0.4888888888888889,0.6567164179104478,0.35119047619047616
shrinkage,auto,lsqr,auto,6,6,6,0.5333333333333333,0.0,0.49404761904761907
shrinkage,auto,lsqr,auto,6,7,7,0.7111111111111111,0.7719298245614035,0.9881422924901186
shrinkage,auto,lsqr,auto,6,8,8,0.6222222222222222,0.6382978723404256,0.6818181818181819
shrinkage,auto,lsqr,auto,6,9,9,0.6,0.55,0.5416666666666667
shrinkage,auto,lsqr,auto,6,10,10,0.6444444444444445,0.6521739130434783,0.6805555555555556
shrinkage,auto,lsqr,auto,6,11,11,0.5111111111111111,0.6666666666666666,0.43675889328063233
shrinkage,auto,lsqr,auto,6,12,12,0.6222222222222222,0.5853658536585366,0.7063492063492064
shrinkage,auto,lsqr,auto,6,13,13,0.8,0.8108108108108109,0.8954248366013072
shrinkage,auto,lsqr,auto,6,14,14,0.6666666666666666,0.7457627118644068,0.7964426877470356
shrinkage,auto,lsqr,auto,6,15,15,0.5777777777777777,0.6984126984126984,0.9486166007905139
shrinkage,auto,lsqr,auto,6,16,16,0.5333333333333333,0.6865671641791045,0.7233201581027667
shrinkage,auto,lsqr,auto,6,17,17,0.5238095238095238,0.0,0.6022727272727272
shrinkage,auto,lsqr,auto,6,18,18,0.5111111111111111,0.6764705882352942,0.4031620553359684
shrinkage,auto,lsqr,auto,6,19,19,0.7111111111111111,0.7719298245614035,0.8399209486166008
shrinkage,auto,lsqr,auto,6,20,20,0.5333333333333333,0.4878048780487805,0.5770750988142292
shrinkage,auto,lsqr,auto,6,21,21,0.5555555555555556,0.6428571428571429,0.7281746031746031
shrinkage,auto,lsqr,auto,6,22,22,0.5111111111111111,0.6764705882352942,0.7252964426877471
shrinkage,auto,lsqr,auto,6,23,23,0.6590909090909091,0.7368421052631579,0.8512396694214875
shrinkage,auto,lsqr,auto,6,24,24,0.5,0.3076923076923077,0.6233766233766234
shrinkage,auto,lsqr,auto,6,25,25,0.6888888888888889,0.72,0.7707509881422925
shrinkage,auto,lsqr,auto,6,26,26,0.6222222222222222,0.711864406779661,0.7996031746031746
shrinkage,auto,lsqr,auto,6,27,27,0.4666666666666667,0.625,0.5889328063241107
shrinkage,auto,lsqr,auto,6,28,28,0.5111111111111111,0.47619047619047616,0.5494071146245059
shrinkage,auto,lsqr,auto,6,29,29,0.8222222222222222,0.8461538461538461,1.0
shrinkage,auto,lsqr,auto,6,30,30,0.6,0.35714285714285715,0.6726190476190477
shrinkage,auto,lsqr,auto,6,31,31,0.8888888888888888,0.8936170212765957,0.9644268774703557
shrinkage,auto,lsqr,auto,6,32,32,0.7045454545454546,0.7796610169491526,0.9503105590062112
shrinkage,auto,lsqr,auto,6,33,33,0.7333333333333333,0.6666666666666666,0.8517786561264822
shrinkage,auto,lsqr,auto,6,34,34,0.8666666666666667,0.8888888888888888,0.9841269841269841
shrinkage,auto,lsqr,auto,6,35,35,0.6888888888888889,0.5882352941176471,0.8320158102766799
shrinkage,auto,lsqr,auto,6,36,36,0.38636363636363635,0.47058823529411764,0.3987603305785124
shrinkage,auto,lsqr,auto,6,37,37,0.5111111111111111,0.0,0.5770750988142292
shrinkage,auto,lsqr,auto,6,38,38,0.5333333333333333,0.43243243243243246,0.5948616600790514
shrinkage,auto,lsqr,auto,6,39,39,0.5454545454545454,0.4444444444444444,0.5134575569358178
shrinkage,auto,lsqr,auto,6,40,40,0.5333333333333333,0.5714285714285714,0.5376984126984127
shrinkage,auto,lsqr,auto,6,41,41,0.7333333333333333,0.7142857142857143,0.7738095238095238
shrinkage,auto,lsqr,auto,6,42,42,0.9111111111111111,0.9130434782608695,0.974308300395257
shrinkage,auto,lsqr,auto,6,43,43,0.8,0.7567567567567568,0.9268774703557312
shrinkage,auto,lsqr,auto,6,44,44,0.6896551724137931,0.64,0.8428571428571429
shrinkage,auto,lsqr,auto,6,45,45,0.5555555555555556,0.2857142857142857,0.8102766798418972
shrinkage,auto,lsqr,auto,6,46,46,0.6222222222222222,0.6382978723404256,0.725296442687747
shrinkage,auto,lsqr,auto,6,47,47,0.4888888888888889,0.6461538461538462,0.6170634920634921
shrinkage,auto,lsqr,auto,6,48,48,0.7647058823529411,0.75,0.9714285714285714
shrinkage,auto,lsqr,auto,6,49,49,0.8666666666666667,0.8571428571428571,0.9624505928853755
shrinkage,auto,lsqr,auto,6,50,50,0.4888888888888889,0.20689655172413793,0.6106719367588933
shrinkage,auto,lsqr,auto,6,51,51,0.5777777777777777,0.17391304347826086,0.5357142857142857
shrinkage,auto,lsqr,auto,6,52,52,0.7560975609756098,0.6666666666666666,0.8229665071770335
shrinkage,auto,lsqr,auto,6,53,53,0.5581395348837209,0.5365853658536586,0.564935064935065
shrinkage,auto,lsqr,auto,6,54,54,0.6153846153846154,0.6666666666666666,0.7907608695652174
shrinkage,auto,lsqr,auto,6,55,55,0.8888888888888888,0.8888888888888888,0.9288537549407114
shrinkage,auto,lsqr,auto,6,56,56,0.8409090909090909,0.851063829787234,0.9111570247933884
shrinkage,auto,lsqr,auto,6,57,57,0.6,0.6538461538461539,0.7142857142857143
shrinkage,auto,lsqr,auto,6,58,58,0.6,0.5,0.6825396825396824
shrinkage,auto,lsqr,auto,6,59,59,0.5333333333333333,0.08695652173913043,0.44246031746031744
shrinkage,auto,lsqr,auto,6,60,60,0.7727272727272727,0.782608695652174,0.9194214876033059
shrinkage,auto,lsqr,auto,6,61,61,0.7674418604651163,0.7368421052631579,0.8398268398268398
shrinkage,auto,lsqr,auto,6,62,62,0.9555555555555556,0.9523809523809523,0.9881422924901186
shrinkage,auto,lsqr,auto,6,63,63,0.4883720930232558,0.0,0.5909090909090909
shrinkage,auto,lsqr,auto,6,64,64,0.5555555555555556,0.6875,0.7766798418972332
shrinkage,auto,lsqr,auto,6,65,65,0.6888888888888889,0.7407407407407407,0.7956349206349207
shrinkage,auto,lsqr,auto,6,66,66,0.4888888888888889,0.5964912280701754,0.5
shrinkage,auto,lsqr,auto,6,67,67,0.4888888888888889,0.08,0.6086956521739131
shrinkage,auto,lsqr,auto,6,68,68,0.5555555555555556,0.23076923076923078,0.7312252964426877
shrinkage,auto,lsqr,auto,6,69,69,0.6222222222222222,0.48484848484848486,0.6547619047619048
shrinkage,auto,lsqr,auto,6,70,70,0.7111111111111111,0.6666666666666666,0.8577075098814229
shrinkage,auto,lsqr,auto,6,71,71,0.7555555555555555,0.6857142857142857,0.9407114624505929
shrinkage,auto,lsqr,auto,6,72,72,0.9333333333333333,0.9361702127659575,0.9782608695652174
shrinkage,auto,lsqr,auto,6,73,73,0.4888888888888889,0.6229508196721312,0.7154150197628458
shrinkage,auto,lsqr,auto,6,74,74,0.4888888888888889,0.5818181818181818,0.5575396825396826
shrinkage,auto,lsqr,auto,6,75,75,0.8292682926829268,0.8108108108108109,0.9476190476190476
shrinkage,auto,lsqr,auto,6,76,76,0.5777777777777777,0.24,0.6699604743083004
shrinkage,auto,lsqr,auto,6,77,77,0.4444444444444444,0.5454545454545454,0.5873015873015873
shrinkage,auto,lsqr,auto,6,78,78,0.4444444444444444,0.5901639344262295,0.5454545454545454
shrinkage,auto,lsqr,auto,6,79,79,0.65,0.5,0.725
shrinkage,auto,lsqr,auto,6,80,80,0.5111111111111111,0.0,0.6185770750988142
shrinkage,auto,lsqr,auto,6,81,81,0.4888888888888889,0.0,0.841897233201581
shrinkage,auto,lsqr,auto,6,82,82,0.5555555555555556,0.6875,0.7470355731225297
shrinkage,auto,lsqr,auto,6,83,83,0.5789473684210527,0.2727272727272727,0.8670360110803323
shrinkage,auto,lsqr,auto,6,84,84,0.6590909090909091,0.6666666666666666,0.751552795031056
shrinkage,auto,lsqr,auto,6,85,85,0.5454545454545454,0.6774193548387096,0.9585921325051759
shrinkage,auto,lsqr,auto,6,86,86,0.7727272727272727,0.7368421052631579,0.8985507246376812
shrinkage,auto,lsqr,auto,6,87,87,0.5333333333333333,0.6557377049180327,0.5573122529644269
shrinkage,auto,lsqr,auto,6,88,88,0.5272727272727272,0.3157894736842105,0.6190476190476192
shrinkage,auto,lsqr,auto,6,89,89,0.5777777777777777,0.6666666666666666,0.7182539682539683
shrinkage,auto,lsqr,auto,6,90,90,0.4888888888888889,0.5106382978723404,0.5592885375494071
shrinkage,auto,lsqr,auto,6,91,91,0.5,0.6666666666666666,0.7561983471074379
shrinkage,auto,lsqr,auto,6,92,92,0.5714285714285714,0.3684210526315789,0.6897435897435897
shrinkage,auto,lsqr,auto,6,93,93,0.8888888888888888,0.8888888888888888,0.9110671936758893
shrinkage,auto,lsqr,auto,6,94,94,0.9772727272727273,0.9787234042553191,1.0
shrinkage,auto,lsqr,auto,6,95,95,0.35714285714285715,0.5,0.5989583333333334
shrinkage,auto,lsqr,auto,6,96,96,0.42857142857142855,0.6,0.5442176870748299
shrinkage,auto,lsqr,auto,6,97,97,0.5,0.0,0.6053719008264463
shrinkage,auto,lsqr,auto,6,98,98,0.4888888888888889,0.5964912280701754,0.525691699604743
shrinkage,auto,lsqr,auto,6,99,99,0.4883720930232558,0.3888888888888889,0.5714285714285715
shrinkage,auto,lsqr,auto,6,100,100,0.5555555555555556,0.5555555555555556,0.5771604938271605
shrinkage,auto,lsqr,auto,6,101,101,0.4888888888888889,0.0,0.6264822134387351
shrinkage,auto,lsqr,auto,6,102,102,0.6888888888888889,0.7586206896551724,0.8774703557312253
shrinkage,auto,lsqr,auto,6,103,103,0.6511627906976745,0.6153846153846154,0.7965367965367964
shrinkage,auto,lsqr,auto,6,104,104,0.5116279069767442,0.6440677966101694,0.4935064935064935
shrinkage,auto,lsqr,auto,6,105,105,0.5555555555555556,0.23076923076923078,0.5909090909090909
shrinkage,auto,lsqr,auto,6,106,106,0.6222222222222222,0.6382978723404256,0.6646825396825397
shrinkage,auto,lsqr,auto,6,107,107,0.6,0.6666666666666666,0.6468253968253969
shrinkage,auto,lsqr,auto,6,108,108,0.8666666666666667,0.85,0.8932806324110671
shrinkage,0.1,lsqr,0.1,6,1,1,0.7555555555555555,0.7924528301886793,0.841897233201581
shrinkage,0.1,lsqr,0.1,6,2,2,0.7111111111111111,0.5806451612903226,0.8774703557312253
shrinkage,0.1,lsqr,0.1,6,3,3,0.5111111111111111,0.5217391304347826,0.45454545454545453
shrinkage,0.1,lsqr,0.1,6,4,4,0.4888888888888889,0.6567164179104478,0.8023715415019763
shrinkage,0.1,lsqr,0.1,6,5,5,0.4888888888888889,0.6567164179104478,0.38888888888888884
shrinkage,0.1,lsqr,0.1,6,6,6,0.5555555555555556,0.09090909090909091,0.48015873015873023
shrinkage,0.1,lsqr,0.1,6,7,7,0.8444444444444444,0.8627450980392157,0.9881422924901186
shrinkage,0.1,lsqr,0.1,6,8,8,0.5777777777777777,0.5957446808510638,0.6778656126482213
shrinkage,0.1,lsqr,0.1,6,9,9,0.5777777777777777,0.5777777777777777,0.5456349206349207
shrinkage,0.1,lsqr,0.1,6,10,10,0.5777777777777777,0.5128205128205128,0.6825396825396826
shrinkage,0.1,lsqr,0.1,6,11,11,0.5111111111111111,0.6666666666666666,0.44466403162055335
shrinkage,0.1,lsqr,0.1,6,12,12,0.6,0.55,0.6984126984126984
shrinkage,0.1,lsqr,0.1,6,13,13,0.8,0.8108108108108109,0.869281045751634
shrinkage,0.1,lsqr,0.1,6,14,14,0.6888888888888889,0.75,0.7806324110671937
shrinkage,0.1,lsqr,0.1,6,15,15,0.5555555555555556,0.6875,0.958498023715415
shrinkage,0.1,lsqr,0.1,6,16,16,0.5333333333333333,0.6865671641791045,0.7213438735177866
shrinkage,0.1,lsqr,0.1,6,17,17,0.5238095238095238,0.0,0.5931818181818181
shrinkage,0.1,lsqr,0.1,6,18,18,0.5111111111111111,0.6666666666666666,0.391304347826087
shrinkage,0.1,lsqr,0.1,6,19,19,0.7111111111111111,0.7719298245614035,0.8537549407114624
shrinkage,0.1,lsqr,0.1,6,20,20,0.5555555555555556,0.4444444444444444,0.5612648221343873
shrinkage,0.1,lsqr,0.1,6,21,21,0.5333333333333333,0.6181818181818182,0.7301587301587301
shrinkage,0.1,lsqr,0.1,6,22,22,0.5111111111111111,0.6764705882352942,0.7252964426877471
shrinkage,0.1,lsqr,0.1,6,23,23,0.6590909090909091,0.7368421052631579,0.8636363636363636
shrinkage,0.1,lsqr,0.1,6,24,24,0.5,0.3076923076923077,0.6103896103896105
shrinkage,0.1,lsqr,0.1,6,25,25,0.6444444444444445,0.7142857142857143,0.7727272727272728
shrinkage,0.1,lsqr,0.1,6,26,26,0.7111111111111111,0.7636363636363637,0.7738095238095237
shrinkage,0.1,lsqr,0.1,6,27,27,0.4666666666666667,0.625,0.5810276679841897
shrinkage,0.1,lsqr,0.1,6,28,28,0.6,0.55,0.5652173913043478
shrinkage,0.1,lsqr,0.1,6,29,29,0.8,0.8301886792452831,1.0
shrinkage,0.1,lsqr,0.1,6,30,30,0.5333333333333333,0.16,0.6547619047619048
shrinkage,0.1,lsqr,0.1,6,31,31,0.8666666666666667,0.875,0.9664031620553359
shrinkage,0.1,lsqr,0.1,6,32,32,0.75,0.8070175438596491,0.9565217391304348
shrinkage,0.1,lsqr,0.1,6,33,33,0.7333333333333333,0.6666666666666666,0.8577075098814229
shrinkage,0.1,lsqr,0.1,6,34,34,0.8444444444444444,0.8727272727272727,0.9821428571428571
shrinkage,0.1,lsqr,0.1,6,35,35,0.5777777777777777,0.2962962962962963,0.8478260869565217
shrinkage,0.1,lsqr,0.1,6,36,36,0.45454545454545453,0.5862068965517241,0.4152892561983471
shrinkage,0.1,lsqr,0.1,6,37,37,0.5111111111111111,0.0,0.5770750988142292
shrinkage,0.1,lsqr,0.1,6,38,38,0.5333333333333333,0.46153846153846156,0.5988142292490118
shrinkage,0.1,lsqr,0.1,6,39,39,0.5227272727272727,0.5116279069767442,0.5196687370600415
shrinkage,0.1,lsqr,0.1,6,40,40,0.4888888888888889,0.4888888888888889,0.5238095238095237
shrinkage,0.1,lsqr,0.1,6,41,41,0.7111111111111111,0.7111111111111111,0.7916666666666666
shrinkage,0.1,lsqr,0.1,6,42,42,0.9111111111111111,0.9130434782608695,0.9782608695652174
shrinkage,0.1,lsqr,0.1,6,43,43,0.8,0.7567567567567568,0.9229249011857708
shrinkage,0.1,lsqr,0.1,6,44,44,0.7241379310344828,0.6923076923076923,0.8476190476190476
shrinkage,0.1,lsqr,0.1,6,45,45,0.5777777777777777,0.2962962962962963,0.8142292490118577
shrinkage,0.1,lsqr,0.1,6,46,46,0.7111111111111111,0.6285714285714286,0.7272727272727273
shrinkage,0.1,lsqr,0.1,6,47,47,0.5111111111111111,0.65625,0.6031746031746033
shrinkage,0.1,lsqr,0.1,6,48,48,0.7058823529411765,0.6666666666666666,0.9428571428571428
shrinkage,0.1,lsqr,0.1,6,49,49,0.8666666666666667,0.8636363636363636,0.9624505928853755
shrinkage,0.1,lsqr,0.1,6,50,50,0.5555555555555556,0.16666666666666666,0.6403162055335969
shrinkage,0.1,lsqr,0.1,6,51,51,0.5777777777777777,0.17391304347826086,0.5555555555555555
shrinkage,0.1,lsqr,0.1,6,52,52,0.7560975609756098,0.6666666666666666,0.8229665071770335
shrinkage,0.1,lsqr,0.1,6,53,53,0.5581395348837209,0.5128205128205128,0.5735930735930737
shrinkage,0.1,lsqr,0.1,6,54,54,0.5384615384615384,0.625,0.8125000000000001
shrinkage,0.1,lsqr,0.1,6,55,55,0.8666666666666667,0.85,0.9189723320158103
shrinkage,0.1,lsqr,0.1,6,56,56,0.8636363636363636,0.8695652173913043,0.909090909090909
shrinkage,0.1,lsqr,0.1,6,57,57,0.5777777777777777,0.6415094339622641,0.7023809523809524
shrinkage,0.1,lsqr,0.1,6,58,58,0.6222222222222222,0.5853658536585366,0.6488095238095237
shrinkage,0.1,lsqr,0.1,6,59,59,0.5111111111111111,0.08333333333333333,0.44642857142857145
shrinkage,0.1,lsqr,0.1,6,60,60,0.7727272727272727,0.782608695652174,0.9111570247933884
shrinkage,0.1,lsqr,0.1,6,61,61,0.7209302325581395,0.7,0.8441558441558441
shrinkage,0.1,lsqr,0.1,6,62,62,0.9333333333333333,0.9302325581395349,0.9920948616600791
shrinkage,0.1,lsqr,0.1,6,63,63,0.5581395348837209,0.24,0.5952380952380953
shrinkage,0.1,lsqr,0.1,6,64,64,0.6,0.7096774193548387,0.7964426877470355
shrinkage,0.1,lsqr,0.1,6,65,65,0.6666666666666666,0.7169811320754716,0.7876984126984127
shrinkage,0.1,lsqr,0.1,6,66,66,0.5111111111111111,0.5769230769230769,0.5098814229249011
shrinkage,0.1,lsqr,0.1,6,67,67,0.5111111111111111,0.15384615384615385,0.616600790513834
shrinkage,0.1,lsqr,0.1,6,68,68,0.5111111111111111,0.08333333333333333,0.7134387351778656
shrinkage,0.1,lsqr,0.1,6,69,69,0.6222222222222222,0.48484848484848486,0.6825396825396826
shrinkage,0.1,lsqr,0.1,6,70,70,0.7111111111111111,0.6486486486486487,0.8537549407114624
shrinkage,0.1,lsqr,0.1,6,71,71,0.6444444444444445,0.4666666666666667,0.9367588932806323
shrinkage,0.1,lsqr,0.1,6,72,72,0.9111111111111111,0.9166666666666666,0.9841897233201581
shrinkage,0.1,lsqr,0.1,6,73,73,0.6,0.6666666666666666,0.7470355731225297
shrinkage,0.1,lsqr,0.1,6,74,74,0.4888888888888889,0.5818181818181818,0.5396825396825398
shrinkage,0.1,lsqr,0.1,6,75,75,0.8292682926829268,0.8,0.9404761904761905
shrinkage,0.1,lsqr,0.1,6,76,76,0.6666666666666666,0.6153846153846154,0.66600790513834
shrinkage,0.1,lsqr,0.1,6,77,77,0.5111111111111111,0.5769230769230769,0.5833333333333333
